,Unnamed: 0,Datetime,Tweet Id,Text,Username,Hashtags,RetweetCount,LikeCount,ReplyCount,QuoteCount,InReplyToUser,OutLinks,TCooutLinks,Media,date
17091,17088,2021-12-16 22:40:23+00:00,1471611190258380806,Goed nieuws! 'Overwinning voor actievoerders Amelisweerd': mogelijk streep door verbreding A27 . #A27 #Amelisweerd #Utrecht #Amelisweerdnietgeasfalteerd  https://t.co/yEP4S28Gdn,PoelmanJos,"['A27', 'Amelisweerd', 'Utrecht', 'Amelisweerdnietgeasfalteerd']",0.0,3.0,0,0,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/yEP4S28Gdn'],,2021-12-16
1304,1304,2021-12-16 22:40:23+00:00,1471611190258380806,Goed nieuws! 'Overwinning voor actievoerders Amelisweerd': mogelijk streep door verbreding A27 . #A27 #Amelisweerd #Utrecht #Amelisweerdnietgeasfalteerd  https://t.co/yEP4S28Gdn,PoelmanJos,"['A27', 'Amelisweerd', 'Utrecht', 'Amelisweerdnietgeasfalteerd']",0.0,3.0,0,0,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/yEP4S28Gdn'],,2021-12-16
725,725,2021-12-16 22:40:23+00:00,1471611190258380806,Goed nieuws! 'Overwinning voor actievoerders Amelisweerd': mogelijk streep door verbreding A27 . #A27 #Amelisweerd #Utrecht #Amelisweerdnietgeasfalteerd  https://t.co/yEP4S28Gdn,PoelmanJos,"['A27', 'Amelisweerd', 'Utrecht', 'Amelisweerdnietgeasfalteerd']",0.0,3.0,0,0,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/yEP4S28Gdn'],,2021-12-16
725,725,2021-12-16 22:40:23+00:00,1471611190258380806,Goed nieuws! 'Overwinning voor actievoerders Amelisweerd': mogelijk streep door verbreding A27 . #A27 #Amelisweerd #Utrecht #Amelisweerdnietgeasfalteerd  https://t.co/yEP4S28Gdn,PoelmanJos,"['A27', 'Amelisweerd', 'Utrecht', 'Amelisweerdnietgeasfalteerd']",0.0,3.0,0,0,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/yEP4S28Gdn'],,2021-12-16
17091,17088,2021-12-16 22:40:23+00:00,1471611190258380806,Goed nieuws! 'Overwinning voor actievoerders Amelisweerd': mogelijk streep door verbreding A27 . #A27 #Amelisweerd #Utrecht #Amelisweerdnietgeasfalteerd  https://t.co/yEP4S28Gdn,PoelmanJos,"['A27', 'Amelisweerd', 'Utrecht', 'Amelisweerdnietgeasfalteerd']",0.0,3.0,0,0,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/yEP4S28Gdn'],,2021-12-16
1308,1308,2021-12-16 12:45:39+00:00,1471461519091187720,"We houden nog een slag om de arm bij dit nieuws, want #Amelisweerd is nog niet definitief veilig. Bovendien, als het niet verbreden van de #A27 betekent dat polder #Rijnenburg wordt volgebouwd, zitten we met andere dilemma's. Kortom, het is nog te vroeg om te juichen.

#PvdD https://t.co/7LKxQbZb39",PvdDUtrechtPS,"['Amelisweerd', 'A27', 'Rijnenburg', 'PvdD']",2.0,6.0,0,0,,['https://twitter.com/rtvutrecht/status/1471152477076664330'],['https://t.co/7LKxQbZb39'],,2021-12-16
17113,17110,2021-12-16 12:45:39+00:00,1471461519091187720,"We houden nog een slag om de arm bij dit nieuws, want #Amelisweerd is nog niet definitief veilig. Bovendien, als het niet verbreden van de #A27 betekent dat polder #Rijnenburg wordt volgebouwd, zitten we met andere dilemma's. Kortom, het is nog te vroeg om te juichen.

#PvdD https://t.co/7LKxQbZb39",PvdDUtrechtPS,"['Amelisweerd', 'A27', 'Rijnenburg', 'PvdD']",2.0,6.0,0,0,,['https://twitter.com/rtvutrecht/status/1471152477076664330'],['https://t.co/7LKxQbZb39'],,2021-12-16
1310,1310,2021-12-16 11:26:13+00:00,1471441530556661762,"15 maart 2021
Schriftelijke verklaring van ⁦@SigridKaag⁩ dat TEGEN verbreding vd A27 is bij #amelisweerd

DUIDELIJKER kan het niet https://t.co/0j2FRQ9GUQ",heuvel874,['amelisweerd'],0.0,0.0,0,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FGucRZvXEAYFHjx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGucRZvXEAYFHjx?format=jpg&name=large')]",2021-12-16
1311,1311,2021-12-16 10:25:17+00:00,1471426195438899201,Geweldig nieuws! 🥳 De plannen om de A27 te verbreden ten koste van park #Amelisweerd zijn voorlopig van tafel! Er wordt gekeken naar een groener alternatief. 🌳 Nu nog de plannen voor de westelijke rondweg in Amersfoort! 🍀 https://t.co/RC7w4lhOPa,PvdDAmersfoort,['Amelisweerd'],6.0,29.0,1,0,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FGuOUzqWQAQyAwh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGuOUzqWQAQyAwh?format=jpg&name=large')]",2021-12-16
17123,17120,2021-12-16 09:36:44+00:00,1471413978559565824,"Waarom geloof ik hier geen ene reet van? #regeerakkoord #A27

Hele nare vorm van politiek - 'zoek oplossing voor een ander bestaand probleem, anders alsnog asfalteren'. 

Milieu- en klimaatbelangen horen de prikkel te zijn om te stoppen met deze waanzin. 

https://t.co/o8N8XqMIPu",lorenzroman,"['regeerakkoord', 'A27']",0.0,1.0,0,0,,['https://www.rtvutrecht.nl/nieuws/3254050/verbreding-a27-amelisweerd-op-losse-schroeven-provincie-utrecht-wil-snel-om-tafel-met-nieuw-kabinet'],['https://t.co/o8N8XqMIPu'],,2021-12-16
1312,1312,2021-12-16 09:34:02+00:00,1471413298507755527,"Kabinet overweegt schrappen plannen over verbreding A27 bij Amelisweerd - Nationale Transportgids
https://t.co/fxvmwEBz8E
#Amelisweerd #A27 #kabinet #wegtransport",transportgids,"['Amelisweerd', 'A27', 'kabinet', 'wegtransport']",0.0,0.0,0,0,,['https://www.nationaletransportgids.nl/wegtransport/nieuws/67736-kabinet-overweegt-schrappen-plannen-over-verbreding-a27-bij-amelisweerd.html'],['https://t.co/fxvmwEBz8E'],,2021-12-16
17124,17121,2021-12-16 09:34:02+00:00,1471413298507755527,"Kabinet overweegt schrappen plannen over verbreding A27 bij Amelisweerd - Nationale Transportgids
https://t.co/fxvmwEBz8E
#Amelisweerd #A27 #kabinet #wegtransport",transportgids,"['Amelisweerd', 'A27', 'kabinet', 'wegtransport']",0.0,0.0,0,0,,['https://www.nationaletransportgids.nl/wegtransport/nieuws/67736-kabinet-overweegt-schrappen-plannen-over-verbreding-a27-bij-amelisweerd.html'],['https://t.co/fxvmwEBz8E'],,2021-12-16
1312,1312,2021-12-16 09:34:02+00:00,1471413298507755527,"Kabinet overweegt schrappen plannen over verbreding A27 bij Amelisweerd - Nationale Transportgids
https://t.co/fxvmwEBz8E
#Amelisweerd #A27 #kabinet #wegtransport",transportgids,"['Amelisweerd', 'A27', 'kabinet', 'wegtransport']",0.0,0.0,0,0,,['https://www.nationaletransportgids.nl/wegtransport/nieuws/67736-kabinet-overweegt-schrappen-plannen-over-verbreding-a27-bij-amelisweerd.html'],['https://t.co/fxvmwEBz8E'],,2021-12-16
17124,17121,2021-12-16 09:34:02+00:00,1471413298507755527,"Kabinet overweegt schrappen plannen over verbreding A27 bij Amelisweerd - Nationale Transportgids
https://t.co/fxvmwEBz8E
#Amelisweerd #A27 #kabinet #wegtransport",transportgids,"['Amelisweerd', 'A27', 'kabinet', 'wegtransport']",0.0,0.0,0,0,,['https://www.nationaletransportgids.nl/wegtransport/nieuws/67736-kabinet-overweegt-schrappen-plannen-over-verbreding-a27-bij-amelisweerd.html'],['https://t.co/fxvmwEBz8E'],,2021-12-16
17133,17130,2021-12-16 07:43:19+00:00,1471385435893112836,Een enorme opluchting voor de provincie en de gemeente Utrecht en een grote groep actievoerders: het nieuwe kabinet wil afzien van de plannen om de #A27 bij #Amelisweerd te verbreden: https://t.co/DjK4FIE5N7,ZEMBLA,"['A27', 'Amelisweerd']",13.0,93.0,4,2,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/DjK4FIE5N7'],,2021-12-16
17133,17130,2021-12-16 07:43:19+00:00,1471385435893112836,Een enorme opluchting voor de provincie en de gemeente Utrecht en een grote groep actievoerders: het nieuwe kabinet wil afzien van de plannen om de #A27 bij #Amelisweerd te verbreden: https://t.co/DjK4FIE5N7,ZEMBLA,"['A27', 'Amelisweerd']",13.0,93.0,4,2,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/DjK4FIE5N7'],,2021-12-16
1313,1313,2021-12-16 07:43:19+00:00,1471385435893112836,Een enorme opluchting voor de provincie en de gemeente Utrecht en een grote groep actievoerders: het nieuwe kabinet wil afzien van de plannen om de #A27 bij #Amelisweerd te verbreden: https://t.co/DjK4FIE5N7,ZEMBLA,"['A27', 'Amelisweerd']",13.0,93.0,4,2,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/DjK4FIE5N7'],,2021-12-16
1313,1313,2021-12-16 07:43:19+00:00,1471385435893112836,Een enorme opluchting voor de provincie en de gemeente Utrecht en een grote groep actievoerders: het nieuwe kabinet wil afzien van de plannen om de #A27 bij #Amelisweerd te verbreden: https://t.co/DjK4FIE5N7,ZEMBLA,"['A27', 'Amelisweerd']",13.0,93.0,4,2,,['https://www.bnnvara.nl/zembla/artikelen/geweldig-nieuws-voor-actievoerders-amelisweerd-mogelijk-streep-door-verbreding-a27'],['https://t.co/DjK4FIE5N7'],,2021-12-16
1314,1314,2021-12-16 07:34:50+00:00,1471383300531003392,#peoplepower Geen Bos dat sneuvelt voor extra files. #amelisweerd https://t.co/CyWEbsrvQo,klimaatgesprek,"['peoplepower', 'amelisweerd']",2.0,7.0,0,1,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/CyWEbsrvQo'],,2021-12-16
17134,17131,2021-12-16 06:51:13+00:00,1471372325316608005,Goed om te lezen dat het plan van ‘benzinequeen’ Van Nieuwenhuizen in de prullenbak verdwijnt: omstreden verbreding A27 van de baan bij nieuw kabinet. #Amelisweerd #A27 https://t.co/XgdrUPIdAd,JandJonge,"['Amelisweerd', 'A27']",0.0,4.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/XgdrUPIdAd'],,2021-12-16
17134,17131,2021-12-16 06:51:13+00:00,1471372325316608005,Goed om te lezen dat het plan van ‘benzinequeen’ Van Nieuwenhuizen in de prullenbak verdwijnt: omstreden verbreding A27 van de baan bij nieuw kabinet. #Amelisweerd #A27 https://t.co/XgdrUPIdAd,JandJonge,"['Amelisweerd', 'A27']",0.0,4.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/XgdrUPIdAd'],,2021-12-16
1316,1316,2021-12-16 06:51:13+00:00,1471372325316608005,Goed om te lezen dat het plan van ‘benzinequeen’ Van Nieuwenhuizen in de prullenbak verdwijnt: omstreden verbreding A27 van de baan bij nieuw kabinet. #Amelisweerd #A27 https://t.co/XgdrUPIdAd,JandJonge,"['Amelisweerd', 'A27']",0.0,4.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/XgdrUPIdAd'],,2021-12-16
1316,1316,2021-12-16 06:51:13+00:00,1471372325316608005,Goed om te lezen dat het plan van ‘benzinequeen’ Van Nieuwenhuizen in de prullenbak verdwijnt: omstreden verbreding A27 van de baan bij nieuw kabinet. #Amelisweerd #A27 https://t.co/XgdrUPIdAd,JandJonge,"['Amelisweerd', 'A27']",0.0,4.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/XgdrUPIdAd'],,2021-12-16
17141,17138,2021-12-15 23:44:44+00:00,1471264996600471558,"#regeerakkoord Handen af van #amelisweerd #a27, prima, maar dan ga je wel bouwen in Rijnenburg @gemeenteUtrecht @provUtrecht . Soort van bestuurlijke chantage die ik deze keer wel gaaf vind. #lunetten",msbeintema,"['regeerakkoord', 'amelisweerd', 'a27', 'lunetten']",1.0,0.0,0,0,,,,,2021-12-15
1317,1317,2021-12-15 23:44:44+00:00,1471264996600471558,"#regeerakkoord Handen af van #amelisweerd #a27, prima, maar dan ga je wel bouwen in Rijnenburg @gemeenteUtrecht @provUtrecht . Soort van bestuurlijke chantage die ik deze keer wel gaaf vind. #lunetten",msbeintema,"['regeerakkoord', 'amelisweerd', 'a27', 'lunetten']",1.0,0.0,0,0,,,,,2021-12-15
1318,1318,2021-12-15 23:29:51+00:00,1471261250533347338,Goed nieuws! #Amelisweerd wordt niet verder geasfalteerd. https://t.co/HEU9inS8r1,MarcelKalmeijer,['Amelisweerd'],0.0,3.0,0,0,,['https://www.ad.nl/dossier-instagram-utrecht/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/?utm_source=twitter&utm_medium=social&utm_campaign=socialsharing_web'],['https://t.co/HEU9inS8r1'],,2021-12-15
17142,17139,2021-12-15 22:31:14+00:00,1471246499149496328,"Een alternatief voor verbreding van #A27 is een extra snelweg direct ten oosten van Bunnik en van Zeist. A27 is echt gevaarlijk nu, dat moet ontlast en veiliger. Dit spaart #Amelisweerd. @Rijkswaterstaat @Barbara_Visser1 @DronkersJH",rinusvanriel,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2021-12-15
1319,1319,2021-12-15 22:31:14+00:00,1471246499149496328,"Een alternatief voor verbreding van #A27 is een extra snelweg direct ten oosten van Bunnik en van Zeist. A27 is echt gevaarlijk nu, dat moet ontlast en veiliger. Dit spaart #Amelisweerd. @Rijkswaterstaat @Barbara_Visser1 @DronkersJH",rinusvanriel,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2021-12-15
17151,17148,2021-12-15 21:25:45+00:00,1471230020010094605,"Goede besluiten: geen verbreding #A27, behoud #Amelisweerd, bouwen in #Rijnenburg. Nu nog stoppen met nog verder verdichten in #Utrecht.   https://t.co/rz8AUxeLiA",Leendert_Bos,"['A27', 'Amelisweerd', 'Rijnenburg', 'Utrecht']",0.0,0.0,0,0,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/rz8AUxeLiA'],,2021-12-15
1321,1321,2021-12-15 21:25:45+00:00,1471230020010094605,"Goede besluiten: geen verbreding #A27, behoud #Amelisweerd, bouwen in #Rijnenburg. Nu nog stoppen met nog verder verdichten in #Utrecht.   https://t.co/rz8AUxeLiA",Leendert_Bos,"['A27', 'Amelisweerd', 'Rijnenburg', 'Utrecht']",0.0,0.0,0,0,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/rz8AUxeLiA'],,2021-12-15
1321,1321,2021-12-15 21:25:45+00:00,1471230020010094605,"Goede besluiten: geen verbreding #A27, behoud #Amelisweerd, bouwen in #Rijnenburg. Nu nog stoppen met nog verder verdichten in #Utrecht.   https://t.co/rz8AUxeLiA",Leendert_Bos,"['A27', 'Amelisweerd', 'Rijnenburg', 'Utrecht']",0.0,0.0,0,0,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/rz8AUxeLiA'],,2021-12-15
17151,17148,2021-12-15 21:25:45+00:00,1471230020010094605,"Goede besluiten: geen verbreding #A27, behoud #Amelisweerd, bouwen in #Rijnenburg. Nu nog stoppen met nog verder verdichten in #Utrecht.   https://t.co/rz8AUxeLiA",Leendert_Bos,"['A27', 'Amelisweerd', 'Rijnenburg', 'Utrecht']",0.0,0.0,0,0,,['https://www.ad.nl/dossier-verbreding-a27-bij-amelisweerd/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/rz8AUxeLiA'],,2021-12-15
1322,1322,2021-12-15 20:01:46+00:00,1471208885159698437,"Kiezen of delen: geen woningen in polder Rijnenburg, dan verbreding A27 bij #Amelisweerd. https://t.co/dNREXJurwQ",RonLaan,['Amelisweerd'],0.0,0.0,0,0,,['https://twitter.com/redactieadun/status/1471193838559576075'],['https://t.co/dNREXJurwQ'],,2021-12-15
1325,1325,2021-12-15 18:20:35+00:00,1471183421376540677,"@markrutte Ik hoop dat #Amelisweerd mag blijven, honderden jaren oude bomen zijn niet 1 op 1 te vervangen, dat er nagedacht gaat worden over herbouwen van spoorbrug Rhenen-Kesteren om verbreden van A27 minder noodzakelijk te maken,en/of over autonoom vrachverkeer dat 24/7 door kan rijden",Nilanthikelly,['Amelisweerd'],0.0,0.0,0,0,https://twitter.com/markrutte,,,,2021-12-15
17158,17155,2021-12-15 17:24:08+00:00,1471169214086094861,"Kom maar door, regio! ""Het nieuwe kabinet is bereid af te zien van de omstreden verbreding van de snelweg #A27 bij bosgebied Amelisweerd, Utrecht. Als de regio met een voorstel kan komen dat de ‘bereikbaarheidsproblematiek’ net zo goed oplost, dan wordt het overgenomen.""",eef,['A27'],0.0,5.0,2,0,,,,,2021-12-15
17163,17160,2021-12-15 16:08:14+00:00,1471150112512651271,Kabinet overweegt A27 bij Amelisweerd niet te verbreden https://t.co/rpKJYpZLPM #A27 #Amelisweerd #CDA #CU #D66 #regeerakkoord #VVD https://t.co/sRuN2Xjr7z,transportonline,"['A27', 'Amelisweerd', 'CDA', 'CU', 'D66', 'regeerakkoord', 'VVD']",1.0,1.0,0,0,,['https://www.transport-online.nl/site/135041/kabinet-overweegt-a27-bij-amelisweerd-niet-te-verbreden/'],['https://t.co/rpKJYpZLPM'],"[Photo(previewUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=large')]",2021-12-15
1327,1327,2021-12-15 16:08:14+00:00,1471150112512651271,Kabinet overweegt A27 bij Amelisweerd niet te verbreden https://t.co/rpKJYpZLPM #A27 #Amelisweerd #CDA #CU #D66 #regeerakkoord #VVD https://t.co/sRuN2Xjr7z,transportonline,"['A27', 'Amelisweerd', 'CDA', 'CU', 'D66', 'regeerakkoord', 'VVD']",1.0,1.0,0,0,,['https://www.transport-online.nl/site/135041/kabinet-overweegt-a27-bij-amelisweerd-niet-te-verbreden/'],['https://t.co/rpKJYpZLPM'],"[Photo(previewUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=large')]",2021-12-15
17163,17160,2021-12-15 16:08:14+00:00,1471150112512651271,Kabinet overweegt A27 bij Amelisweerd niet te verbreden https://t.co/rpKJYpZLPM #A27 #Amelisweerd #CDA #CU #D66 #regeerakkoord #VVD https://t.co/sRuN2Xjr7z,transportonline,"['A27', 'Amelisweerd', 'CDA', 'CU', 'D66', 'regeerakkoord', 'VVD']",1.0,1.0,0,0,,['https://www.transport-online.nl/site/135041/kabinet-overweegt-a27-bij-amelisweerd-niet-te-verbreden/'],['https://t.co/rpKJYpZLPM'],"[Photo(previewUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=large')]",2021-12-15
1327,1327,2021-12-15 16:08:14+00:00,1471150112512651271,Kabinet overweegt A27 bij Amelisweerd niet te verbreden https://t.co/rpKJYpZLPM #A27 #Amelisweerd #CDA #CU #D66 #regeerakkoord #VVD https://t.co/sRuN2Xjr7z,transportonline,"['A27', 'Amelisweerd', 'CDA', 'CU', 'D66', 'regeerakkoord', 'VVD']",1.0,1.0,0,0,,['https://www.transport-online.nl/site/135041/kabinet-overweegt-a27-bij-amelisweerd-niet-te-verbreden/'],['https://t.co/rpKJYpZLPM'],"[Photo(previewUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGqTLbJXsAAYA_4?format=jpg&name=large')]",2021-12-15
1330,1330,2021-12-15 15:40:24+00:00,1471143107534147597,Een bijzondere ruil? Kabinet wil verbreding A27 #Amelisweerd tot tunnelbak beperken als @GemeenteUtrecht woningbouw op uitleglocatie #Rijnenburg slikt  #regeerakkoord  https://t.co/FjPq0JDGFH,rienkkuiper,"['Amelisweerd', 'Rijnenburg', 'regeerakkoord']",4.0,2.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/FjPq0JDGFH'],,2021-12-15
1331,1331,2021-12-15 15:12:51+00:00,1471136176350314499,"Alternatief voor verbreding van #A27 is er, dus dan zou je zeggen: verbreding van de baan. Ik blijf toch nog wel beetje voorzichtig, eerst zien dan geloven. Maar @PartijvdDieren blijft in ieder geval pushen voor behoud van #Amelisweerd
https://t.co/IP775akeex",EvavanEsch,"['A27', 'Amelisweerd']",6.0,43.0,1,1,,['https://www.rtvutrecht.nl/nieuws/3254050/verbreding-a27-amelisweerd-mogelijk-van-tafel-regio-moet-met-alternatief-komen'],['https://t.co/IP775akeex'],,2021-12-15
17164,17161,2021-12-15 15:12:51+00:00,1471136176350314499,"Alternatief voor verbreding van #A27 is er, dus dan zou je zeggen: verbreding van de baan. Ik blijf toch nog wel beetje voorzichtig, eerst zien dan geloven. Maar @PartijvdDieren blijft in ieder geval pushen voor behoud van #Amelisweerd
https://t.co/IP775akeex",EvavanEsch,"['A27', 'Amelisweerd']",6.0,43.0,1,1,,['https://www.rtvutrecht.nl/nieuws/3254050/verbreding-a27-amelisweerd-mogelijk-van-tafel-regio-moet-met-alternatief-komen'],['https://t.co/IP775akeex'],,2021-12-15
17165,17162,2021-12-15 14:41:35+00:00,1471128308414918658,"Verbreding A27 Amelisweerd mogelijk van tafel, regio moet met alternatief komen - Dat zou mooi zijn! Maar ik blijf zeggen dat het niet alleen om bomen, maar bij alternatieve uitbreiding ook om de leefbaarheid van omwonenden moet gaan. 
#A27 #Amelisweerd  https://t.co/lkis6Zf2E2",EvelineSissing,"['A27', 'Amelisweerd']",0.0,1.0,0,0,,['https://nos.nl/r/210859'],['https://t.co/lkis6Zf2E2'],,2021-12-15
1333,1333,2021-12-15 14:41:35+00:00,1471128308414918658,"Verbreding A27 Amelisweerd mogelijk van tafel, regio moet met alternatief komen - Dat zou mooi zijn! Maar ik blijf zeggen dat het niet alleen om bomen, maar bij alternatieve uitbreiding ook om de leefbaarheid van omwonenden moet gaan. 
#A27 #Amelisweerd  https://t.co/lkis6Zf2E2",EvelineSissing,"['A27', 'Amelisweerd']",0.0,1.0,0,0,,['https://nos.nl/r/210859'],['https://t.co/lkis6Zf2E2'],,2021-12-15
17171,17168,2021-12-15 13:58:50+00:00,1471117550910164992,"Eindelijk! Er gloort hoop voor #Amelisweerd.
🌳🌳🌳
De #A27 wordt misschien ""binnen de bak"" verbreed, zegt het #regeerakkoord

@HeleBoer:  ""Dit is een regelrechte overwinning voor al die actievoerders die al jaren aantonen dat dit kan"".",GroenLinks030,"['Amelisweerd', 'A27', 'regeerakkoord']",12.0,48.0,2,1,,,,,2021-12-15
1334,1334,2021-12-15 13:58:50+00:00,1471117550910164992,"Eindelijk! Er gloort hoop voor #Amelisweerd.
🌳🌳🌳
De #A27 wordt misschien ""binnen de bak"" verbreed, zegt het #regeerakkoord

@HeleBoer:  ""Dit is een regelrechte overwinning voor al die actievoerders die al jaren aantonen dat dit kan"".",GroenLinks030,"['Amelisweerd', 'A27', 'regeerakkoord']",12.0,48.0,2,1,,,,,2021-12-15
1337,1337,2021-12-15 13:24:41+00:00,1471108955942305798,#regeerakkoord #VerbredingA27 gaat niet door. #Amelisweerd gered. https://t.co/cQzAQSmUH6,IKouwenhoven,"['regeerakkoord', 'VerbredingA27', 'Amelisweerd']",0.0,2.0,0,0,,['https://www.ad.nl/binnenland/omstreden-verbreding-a27-van-de-baan-bij-nieuw-kabinet-amelisweerd-van-ondergang-gered~ada99fc5/'],['https://t.co/cQzAQSmUH6'],,2021-12-15
1338,1338,2021-12-15 13:22:14+00:00,1471108340780523525,Idiotie in regeerakkoord: onderzoek alternatief voor de verbreding van de A27 bij Amelisweerd. Onbetrouwbare overheid. D66-wens. #A27 #Amelisweerd,SParadijs,"['A27', 'Amelisweerd']",1.0,7.0,2,0,,,,,2021-12-15
17175,17172,2021-12-15 13:22:14+00:00,1471108340780523525,Idiotie in regeerakkoord: onderzoek alternatief voor de verbreding van de A27 bij Amelisweerd. Onbetrouwbare overheid. D66-wens. #A27 #Amelisweerd,SParadijs,"['A27', 'Amelisweerd']",1.0,7.0,2,0,,,,,2021-12-15
1338,1338,2021-12-15 13:22:14+00:00,1471108340780523525,Idiotie in regeerakkoord: onderzoek alternatief voor de verbreding van de A27 bij Amelisweerd. Onbetrouwbare overheid. D66-wens. #A27 #Amelisweerd,SParadijs,"['A27', 'Amelisweerd']",1.0,7.0,2,0,,,,,2021-12-15
17175,17172,2021-12-15 13:22:14+00:00,1471108340780523525,Idiotie in regeerakkoord: onderzoek alternatief voor de verbreding van de A27 bij Amelisweerd. Onbetrouwbare overheid. D66-wens. #A27 #Amelisweerd,SParadijs,"['A27', 'Amelisweerd']",1.0,7.0,2,0,,,,,2021-12-15
17178,17175,2021-12-15 12:57:46+00:00,1471102183194116103,"Het nieuwe kabinet zegt te willen luisteren naar alternatieven, maar zet nog geen streep door de verbreding #A27. 

Als ze het wagen om #Amelisweerd te gaan kappen staat heel Utrecht klaar om het bos te bezetten en af te rekenen met D66, CU, VVD of CDA in maart!

#regeerakkoord https://t.co/kPQYkSEcAX",AmelisweerdG,"['A27', 'Amelisweerd', 'regeerakkoord']",25.0,71.0,3,3,,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FGpmimpXEAEzkCs?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FGpmimpXEAEzkCs?format=png&name=large')]",2021-12-15
